"Variable code","Variable name","Province","Citizenship","Year","Estimate","± 1 standard error"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","1978","1004450","32297"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","1978","42036","3406"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","1978","637643","23664"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","1978","667113","21011"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","1978","3272","666"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","1979","783764","26110"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","1979","219956","11626"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","1979","577751","17751"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","1979","51910","2587"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","1979","135366","11574"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","1979","94267","7100"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","1979","4627","1149"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","1979","919763","31773"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","1979","31763","2854"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","1979","549109","25296"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","1979","732816","24127"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","1979","3554","899"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","1980","818367","26745"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","1980","204284","11744"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","1980","505181","18555"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","1980","62651","3009"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","1980","117049","6803"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","1980","133040","8667"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","1980","6382","1660"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","1980","996142","35838"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","1980","50963","3884"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","1980","624485","22626"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","1980","616670","19582"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","1980","3494","938"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","1981","650856","32331"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","1981","206307","11161"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","1981","442688","16655"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","1981","63425","3448"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","1981","124079","10699"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","1981","121109","8184"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","1981","3776","1178"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","1981","907244","37390"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","1981","40506","3509"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","1981","557749","23817"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","1981","415803","14029"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","1981","1566","299"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","1982","575050","21693"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","1982","178783","10192"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","1982","427062","16248"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","1982","64133","4197"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","1982","122307","8347"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","1982","93453","7023"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","1982","1982","417"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","1982","932796","37815"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","1982","51801","5946"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","1982","583511","26208"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","1982","476956","16553"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","1982","1170","186"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","1983","637351","22792"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","1983","208478","12132"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","1983","441490","17388"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","1983","80268","13386"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","1983","133163","10884"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","1983","126983","9990"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","1983","7673","2646"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","1983","960353","24765"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","1983","52150","5591"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","1983","537146","22092"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","1983","590221","22705"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","1983","3571","1247"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","1984","561484","22152"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","1984","193018","12314"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","1984","384271","15593"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","1984","71865","7028"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","1984","130484","9237"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","1984","102248","7348"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","1984","6970","2347"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","1984","898758","22298"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","1984","48885","5164"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","1984","510660","18865"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","1984","429816","17149"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","1984","2886","1167"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","1985","411381","16875"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","1985","164857","10711"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","1985","384752","17404"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","1985","73596","6750"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","1985","119994","10382"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","1985","99487","7588"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","1985","8830","2758"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","1985","950621","26021"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","1985","48364","5036"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","1985","547903","21947"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","1985","376443","13877"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","1985","2268","780"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","1986","393077","12397"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","1986","140864","8381"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","1986","349930","15505"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","1986","76587","7362"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","1986","141225","10483"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","1986","108688","8814"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","1986","4013","1001"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","1986","910454","25810"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","1986","51553","5927"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","1986","484455","16775"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","1986","379040","13808"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","1986","1604","387"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","1987","429847","17622"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","1987","143940","15408"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","1987","361278","15462"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","1987","62441","5722"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","1987","86840","6595"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","1987","89300","6632"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","1987","3054","814"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","1987","853128","24307"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","1987","50288","5631"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","1987","565681","25999"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","1987","366156","15524"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","1987","1068","363"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","1988","312162","10668"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","1988","132572","8046"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","1988","255122","9721"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","1988","67061","5485"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","1988","93218","6682"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","1988","95172","7303"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","1988","3903","782"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","1988","743341","20038"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","1988","59051","6593"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","1988","511362","19009"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","1988","231892","9274"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","1988","1226","290"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","1989","405362","13157"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","1989","120292","8210"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","1989","292933","9985"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","1989","71236","6432"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","1989","101532","6824"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","1989","136435","10771"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","1989","1573","363"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","1989","790321","21387"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","1989","44896","5600"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","1989","534449","21041"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","1989","254482","9807"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","1989","979","284"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","1990","383417","11607"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","1990","111341","6265"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","1990","240833","8247"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","1990","78433","8239"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","1990","98803","8568"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","1990","110619","8135"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","1990","2848","593"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","1990","785114","23986"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","1990","45317","6117"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","1990","571079","21490"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","1990","276559","9734"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","1990","861","243"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","1991","296583","10163"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","1991","101284","5889"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","1991","246898","7816"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","1991","52505","4528"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","1991","61315","5093"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","1991","86489","7823"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","1991","959","197"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","1991","707255","19667"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","1991","49512","9770"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","1991","460439","18462"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","1991","250053","10089"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","1991","1610","557"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","1992","239659","7146"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","1992","98735","5569"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","1992","205979","7134"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","1992","57928","5271"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","1992","69206","4955"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","1992","100053","8788"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","1992","1433","346"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","1992","623027","16372"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","1992","26694","2834"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","1992","399301","15182"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","1992","218445","7027"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","1992","983","283"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","1993","230572","6665"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","1993","88414","5546"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","1993","220554","7827"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","1993","58004","4704"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","1993","76373","5114"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","1993","108492","8117"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","1993","1995","489"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","1993","669229","18557"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","1993","41924","6207"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","1993","543119","18747"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","1993","201813","6564"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","1993","1433","379"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","1994","296223","8940"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","1994","95031","7398"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","1994","234618","7779"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","1994","59703","5103"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","1994","88917","6530"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","1994","98661","7185"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","1994","2168","398"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","1994","603682","17485"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","1994","46528","7091"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","1994","413230","15822"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","1994","280062","9095"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","1994","1041","202"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","1995","294718","9504"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","1995","75150","4275"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","1995","251248","8441"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","1995","79738","6644"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","1995","76888","5041"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","1995","101525","7298"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","1995","2462","451"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","1995","602613","16960"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","1995","44859","7291"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","1995","359821","14044"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","1995","315094","10697"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","1995","1585","366"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","1996","344229","11084"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","1996","90717","5733"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","1996","311210","8830"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","1996","62531","7387"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","1996","64095","4924"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","1996","89062","8438"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","1996","2405","409"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","1996","549558","14642"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","1996","41709","4330"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","1996","336261","11949"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","1996","409420","13876"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","1996","680","146"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","1997","383863","11947"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","1997","95782","7199"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","1997","361142","11169"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","1997","56740","5551"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","1997","62874","4271"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","1997","81744","6322"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","1997","1830","350"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","1997","551863","14960"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","1997","38140","4320"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","1997","338341","13784"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","1997","423546","14147"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","1997","430","132"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","1998","317967","10631"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","1998","108053","6335"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","1998","326774","10702"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","1998","66456","6248"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","1998","71114","5988"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","1998","92986","6582"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","1998","2210","431"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","1998","536456","17664"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","1998","39142","5122"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","1998","377229","13851"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","1998","485556","14439"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","1998","1246","328"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","1999","327502","10412"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","1999","89016","6223"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","1999","245488","7917"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","1999","63494","6849"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","1999","56928","3525"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","1999","99188","9855"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","1999","1505","417"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","1999","486549","12675"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","1999","52867","5459"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","1999","352802","13700"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","1999","563561","19908"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","1999","396","75"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","2000","328002","10651"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","2000","92755","5126"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","2000","256199","9906"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","2000","60893","5977"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","2000","71840","5440"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","2000","82695","7198"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","2000","1343","291"
"TOWFK","Total waterfowl harvest","Nunavut","All hunters","2000","179","83"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","2000","494476","14781"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","2000","39473","4992"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","2000","393092","15795"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","2000","580056","21027"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","2000","588","135"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","2001","298007","10330"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","2001","71104","4309"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","2001","296310","9516"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","2001","47273","3974"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","2001","55760","4044"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","2001","69030","8892"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","2001","1068","192"
"TOWFK","Total waterfowl harvest","Nunavut","All hunters","2001","16","14"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","2001","514048","16249"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","2001","42951","5276"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","2001","382600","15693"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","2001","476821","17617"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","2001","486","145"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","2002","258941","11359"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","2002","76366","4043"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","2002","291130","15899"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","2002","48237","2970"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","2002","57202","3492"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","2002","72949","4032"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","2002","3344","1198"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","2002","513292","17559"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","2002","37777","3481"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","2002","325645","10922"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","2002","452850","14722"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","2002","1377","1033"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","2003","268548","11163"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","2003","67817","4436"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","2003","247024","11193"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","2003","55857","3949"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","2003","46653","3500"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","2003","60703","3764"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","2003","1840","438"
"TOWFK","Total waterfowl harvest","Nunavut","All hunters","2003","6035","5949"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","2003","475317","16707"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","2003","35620","3022"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","2003","381044","11531"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","2003","506389","17304"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","2003","720","548"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","2004","285325","11758"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","2004","52781","3278"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","2004","263795","13313"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","2004","38841","2743"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","2004","48754","3974"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","2004","53767","3756"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","2004","1960","1477"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","2004","440715","15518"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","2004","24972","2168"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","2004","313343","10817"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","2004","482729","18526"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","2004","326","133"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","2005","329169","20859"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","2005","66789","3921"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","2005","296126","14012"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","2005","41719","3093"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","2005","48413","4206"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","2005","50122","3386"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","2005","2174","1042"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","2005","429884","15825"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","2005","28519","2615"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","2005","354599","13073"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","2005","513800","19691"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","2005","2461","2173"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","2006","309176","14712"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","2006","53843","3063"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","2006","313216","16843"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","2006","44054","3413"
"TOWFK","Total waterfowl harvest","Newfoundland and Labrador","All hunters","2006","52632","4920"
"TOWFK","Total waterfowl harvest","Nova Scotia","All hunters","2006","49555","3204"
"TOWFK","Total waterfowl harvest","Northwest Territories","All hunters","2006","544","295"
"TOWFK","Total waterfowl harvest","Ontario","All hunters","2006","479970","17208"
"TOWFK","Total waterfowl harvest","Prince Edward Island","All hunters","2006","23924","2630"
"TOWFK","Total waterfowl harvest","Quebec","All hunters","2006","340717","11814"
"TOWFK","Total waterfowl harvest","Saskatchewan","All hunters","2006","576723","22338"
"TOWFK","Total waterfowl harvest","Yukon Territory","All hunters","2006","400","345"
"TOWFK","Total waterfowl harvest","Alberta","All hunters","2007","312517","13992"
"TOWFK","Total waterfowl harvest","British Columbia","All hunters","2007","59030","3045"
"TOWFK","Total waterfowl harvest","Manitoba","All hunters","2007","268397","14532"
"TOWFK","Total waterfowl harvest","New Brunswick","All hunters","2007","49000","5009"
